src_text,tgt_text,src_lang,tgt_lang
موز قاتیق دور,ice is hard,chg_Arab,eng_Latn
اولار يالغان ايتغاندە خواجە مناسب کورماى دور ايرديلار,When they would tell lies the khwaja would not find it appropriate,chg_Arab,eng_Latn
تاميميزغە چيقاميز, We will climb our wall.,chg_Arab,eng_Latn
فهلوان,Батыр,chg_Arab,kaz_Cyrl
ﺍﻮﮐﻮﺭﮐﺎﻥ,айналдырған,chg_Arab,kaz_Cyrl
ايچي,inside,chg_Arab,eng_Latn
ﭽﺎﺮﻻﺏ,шақыртып,chg_Arab,kaz_Cyrl
ايمان,иман,chg_Arab,kaz_Cyrl
ﺒﻰﻋﻼﺝ,"лажсыз , шарасыз",chg_Arab,kaz_Cyrl
ﺁﺘﺎﻟﻳﻗﻰ,"ақылшысы, кеңесшісі",chg_Arab,kaz_Cyrl
ﻣﺿﻤﻭﻧﻴﻐﻪ,the content of a,chg_Arab,eng_Latn
پادشاهينکيزلار بارمو,Do you have a king,chg_Arab,eng_Latn
قاش,side,chg_Arab,eng_Latn
اغزمنینك,in my mouth,chg_Arab,eng_Latn
ﺴﻮﻴﻮﻧﻳﺏ,риза болып,chg_Arab,kaz_Cyrl
ﺘﺎﻧﻮﺮﻻﺮ,recognizable,chg_Arab,eng_Latn
دم باس-,дем бас-,chg_Arab,kaz_Cyrl
سيزلار شراب ايچمانکلار,Сіздер шарап ішпеңіздер,chg_Arab,kaz_Cyrl
قامالدوق,We were shut in the house.,chg_Arab,eng_Latn
قبول,acceptance,chg_Arab,eng_Latn
ﻜﻬﻭﺍﺮﻩ,"бесік , жас нәрестеге арналған ағаш төсек",chg_Arab,kaz_Cyrl
شراب,wine,chg_Arab,eng_Latn
ديرام جيقارغاج دقيانوس کنجينى تابيب سين ديب انى توتميشلار,"Дирам шығарғанда, ""Дақиянус қазынасын тауыпсың!"" деп, оны ұстап алды",chg_Arab,kaz_Cyrl
ﻤﻨﻴﻜﻰ,mine,chg_Arab,eng_Latn
اول,she,chg_Arab,eng_Latn
دريا,sea,chg_Arab,eng_Latn
ساده,simple,chg_Arab,eng_Latn
قوش,fowling,chg_Arab,eng_Latn
تونکانلار بر نچه عمارتلرکە اوت ياقيب تورغان حالدە,While the Dungans were setting fire to several buildings,chg_Arab,eng_Latn
ﺳﺮﺤﺪ,аймақ (территория),chg_Arab,kaz_Cyrl
ﻗﻮﻣﺎﺶ,fabric,chg_Arab,eng_Latn
آدم,Адам,chg_Arab,kaz_Cyrl
رباعيات,quatrains,chg_Arab,eng_Latn
ﺴﻮﻨﻜﺎﻜﻰ,арғы тегі,chg_Arab,kaz_Cyrl
ﺒﺯﮐﻪ,to us,chg_Arab,eng_Latn
مينى,me,chg_Arab,eng_Latn
ترک نينک مثلي تورور اوکسوز اوز کنديکين کسار تيکان,It is like this proverb of the Turks The orphan cuts his own umbilical cord,chg_Arab,eng_Latn
احمت خان ني شول يردە اولتوروب,They killed Ahmad Khan there.,chg_Arab,eng_Latn
عرق,арақ,chg_Arab,kaz_Cyrl
کوز,autumn,chg_Arab,eng_Latn
بر جانور,бір жануар,chg_Arab,kaz_Cyrl
ﻗﺎﻮﻥ,melon,chg_Arab,eng_Latn
ﺍﻮﭽﻮﻧﻰ,шетін,chg_Arab,kaz_Cyrl
 درختی طوبى,Туба ағашы,chg_Arab,kaz_Cyrl
ﻳﻐﺎﭺ,tree,chg_Arab,eng_Latn
ايرکک,еркек,chg_Arab,kaz_Cyrl
دعاى بد,Лағынет,chg_Arab,kaz_Cyrl
پُل بار,Ақша бар,chg_Arab,kaz_Cyrl
ﮐﻤﺮ,шың,chg_Arab,kaz_Cyrl
ﭼﻪ,"until, until",chg_Arab,eng_Latn
قایغو,sadness,chg_Arab,eng_Latn
اى يارانلار فرزندديک سوزلامانکلار,Oh friends do not speak in the manner of children,chg_Arab,eng_Latn
لباس,clothing,chg_Arab,eng_Latn
ﻧﻈﺎﺮﻩ,"control, attention",chg_Arab,eng_Latn
ﻟﻗﺐ,"бүркеншік, жалған ат",chg_Arab,kaz_Cyrl
من سيزلار اوى غە باراسيزلارمو ديديم,Мен: «Сіздер үйге барасыздар ма?» – дедім,chg_Arab,kaz_Cyrl
توغ,to give birth to,chg_Arab,eng_Latn
ﻫﻨﻭﺰ,"әлі, қазірге дейін",chg_Arab,kaz_Cyrl
تاشقارى,сыртта,chg_Arab,kaz_Cyrl
ﺍﻮﺧﺷﺎﺴﻪ,ұнаса,chg_Arab,kaz_Cyrl
اکر,if,chg_Arab,eng_Latn
ﻛﺟﺎﺒﻪ,scumbag,chg_Arab,eng_Latn
معمورە,елді мекен,chg_Arab,kaz_Cyrl
ﺒﻘﻰ,eternal place,chg_Arab,eng_Latn
ﺴﻴﻼﺩﻯ,"honored, respected",chg_Arab,eng_Latn
ﻋﻼﺞ,"measure, action",chg_Arab,eng_Latn
احمت خان باشليق بو اوچني توتوب باغلاب اليب چيقيب,"But they captured these three, led by Ahmad Khan, tied them up, and took them away.",chg_Arab,eng_Latn
ابتداسيز و انتهاسيز و شريک سيز,without beginning without end and without partner,chg_Arab,eng_Latn
ﻀﺒﻄ,power,chg_Arab,eng_Latn
ﺍﻭﻧﻜﺪﺍﻏﻰ,оң жақтағы,chg_Arab,kaz_Cyrl
سو,water,chg_Arab,eng_Latn
بولاردين بر نجە قدم يراق باريب مراقبەدا اولتوروب ايديلار,He stepped a little ways away from them and sat down in a trance,chg_Arab,eng_Latn
ﺘﻮﺷﻳﻛﺎ,төсіне,chg_Arab,kaz_Cyrl
 بسم الله الرحمن الر حيم,Бисмилләһир-рахманир-рахим,chg_Arab,kaz_Cyrl
ﺍﻮﻠﻮﻍ ﻮ ﮐﭼﻴﮏ,big and small,chg_Arab,eng_Latn
ﻗﻴﻣﻳﺰ,"koumiss, a fermented drink made from mare's milk",chg_Arab,eng_Latn
طرفيدين,тарапынан,chg_Arab,kaz_Cyrl
تاشلاسانک,тастасаң,chg_Arab,kaz_Cyrl
اعتماد,trust,chg_Arab,eng_Latn
رشيد,Rashid,chg_Arab,eng_Latn
دیل,heart,chg_Arab,eng_Latn
قالغانی ينکى شهرکە قاچديلر,Қалғаны Жаңашаһарға қашты.,chg_Arab,kaz_Cyrl
خاتون قورقوب، راستين ايتا بردى.,"His wife was afraid, so she told the truth of it.",chg_Arab,eng_Latn
ﻣﺷﺮﻒ,"to surrender, to surrender",chg_Arab,eng_Latn
ﺍﻮﻏﻼﻧﻼﺮﻯ,ұлдарын,chg_Arab,kaz_Cyrl
ﺪﺮﺨﺘﺎﻦ,wooded area,chg_Arab,eng_Latn
ميلان,Бейімделу,chg_Arab,kaz_Cyrl
ﻤﻭﺍﻔﻗﺖ,"unity, solidarity, harmony",chg_Arab,eng_Latn
غلبە قيلماق مشکل,achieving victory is hard.,chg_Arab,eng_Latn
ﻔﺗﻧﻪ,rebellion,chg_Arab,eng_Latn
اسیر,есір,chg_Arab,kaz_Cyrl
ﺍﻮﺮ (اوردىن),қазылған шұңқырдан,chg_Arab,kaz_Cyrl
ﺗﺒﻞ,group,chg_Arab,eng_Latn
ﻗﺤﻄ,"қымбатшылық , тапшылық, жетіспеушілік",chg_Arab,kaz_Cyrl
سپاهی,сарбаз,chg_Arab,kaz_Cyrl
ناموس,ар-намыс,chg_Arab,kaz_Cyrl
اولارنى,them,chg_Arab,eng_Latn
جنت,Heaven,chg_Arab,eng_Latn
ﺍﻭﻜﺴﻭﺯ,әкесіз,chg_Arab,kaz_Cyrl
ﺑﺮﺴﻰ ﺒﺭﺴﻰ ﺒﺮﻻﻦ,бір-бірлерімен,chg_Arab,kaz_Cyrl
ﺴﻗﻼﻏﺎﻦ,"guarded, guarded",chg_Arab,eng_Latn
ﻳﻜﻴﺕ,guy,chg_Arab,eng_Latn
ﭙﺸﻴﻤﺎﻥ,"ренжу, көңілі қалу",chg_Arab,kaz_Cyrl
ﻴﺎ,"не, немесе",chg_Arab,kaz_Cyrl
آرا,space between,chg_Arab,eng_Latn
تور-,күту,chg_Arab,kaz_Cyrl
جبار,mighty,chg_Arab,eng_Latn
ﺳﻴﻐﻨﺪﻴﻼﺮ,"(олар) жасырынды, тығылды",chg_Arab,kaz_Cyrl
مرتفع,биік,chg_Arab,kaz_Cyrl
ايشيتماکان يرلاريميزدا ر بولسا عجب ايرماس,If there is such a person in the places we do not hear about it would not be a surprise,chg_Arab,eng_Latn
بو خبر سلطانغە يتيب بو يردين عسکر بويروب,"When news of this reached the Sultan, he ordered soldiers from there.",chg_Arab,eng_Latn
ﺳﺎﻜﻦ,"тұрғын, жергілікті адам",chg_Arab,kaz_Cyrl
تغار,bag,chg_Arab,eng_Latn
يغاچ,ағаш (өлшем),chg_Arab,kaz_Cyrl
ﻴﻮﺮﺍﻜﻴﻨﺪﻴﻥ,heart,chg_Arab,eng_Latn
شيدا,ессіз,chg_Arab,kaz_Cyrl
ﻗﻣﺎﻻﺮﻯ,unmarried women,chg_Arab,eng_Latn
ﺰﻋﻢ,"guess, prediction",chg_Arab,eng_Latn
ﻏﺎﺷﻴﻕ,"сүю, ынтығу",chg_Arab,kaz_Cyrl
اوشبو فادشاە خلقی نى راستليق يولی غە سالماسە قوم شهرينى باسغاى,"If this king does not place his people on the road of truth, may the sand cover his city",chg_Arab,eng_Latn
ﺍﻴﺭﻜﺎﻨﻰ,екені,chg_Arab,kaz_Cyrl
تسبيح,praise of God,chg_Arab,eng_Latn
شرقی,eastern,chg_Arab,eng_Latn
ﺍﻮﻯ,аңы,chg_Arab,kaz_Cyrl
ﺍﻴﻟﺗﻮﺐ,жайғастырып,chg_Arab,kaz_Cyrl
آرزان دارو بار,There is cheap medicine,chg_Arab,eng_Latn
سوزلاردين,from the words,chg_Arab,eng_Latn
ﺘﻮﻤﺎﻦ,мың,chg_Arab,kaz_Cyrl
وافر,abundant,chg_Arab,eng_Latn
و تمليخا ديکان رفيقلارين شهرغە يبارميشلار طعام کلتورورکە,"және Тамлиха деген серіктерін қалаға жіберіпті, тамақ әкелуге",chg_Arab,kaz_Cyrl
ﺍﻮﻨﻭﺕ,ұмыт,chg_Arab,kaz_Cyrl
حسن,beauty,chg_Arab,eng_Latn
ﻗﻮﺍﻻﺩﻴﻼﺮ,қуды,chg_Arab,kaz_Cyrl
ﺯﻤﺎﻥ,time,chg_Arab,eng_Latn
قوزى,қозы,chg_Arab,kaz_Cyrl
موسيقي,музыка,chg_Arab,kaz_Cyrl
ﺍﻴﻜﻧﭼﻰ,егінші (диқан),chg_Arab,kaz_Cyrl
دغدغه سی,"уайым, қорқыныш",chg_Arab,kaz_Cyrl
چیقیب,шығып,chg_Arab,kaz_Cyrl
ﺑﺘﻠﺪﻯ,recorded,chg_Arab,eng_Latn
ﺍﻠﻂﻧﭼﻰ,sixth,chg_Arab,eng_Latn
ﻳﮐﻪ,single person,chg_Arab,eng_Latn
اکرچە,although,chg_Arab,eng_Latn
اوغلونکيزنينک قوليدا تمام يورتى بيلان مسلمان بولور,Ұлыңыздың қолында бүкіл жұртымен мұсылман болады,chg_Arab,kaz_Cyrl
کوردونک,көрдің,chg_Arab,kaz_Cyrl
پيغمبر عربستان دين کلادور,A prophet comes from Arabia,chg_Arab,eng_Latn
ﺍﻮﻏﺮﻯ,ұры,chg_Arab,kaz_Cyrl
کوراسیز,You see,chg_Arab,eng_Latn
ﻗﺮﻯ,"old, ancient",chg_Arab,eng_Latn
ﻗﺰﺍﻧﻰ,қазаны,chg_Arab,kaz_Cyrl
دنيا,world,chg_Arab,eng_Latn
ﻗﻤﭼﻰ,whip,chg_Arab,eng_Latn
ﻤﺷﻬﻮﺭ,"атақты, әйгілі",chg_Arab,kaz_Cyrl
زندان,зындан,chg_Arab,kaz_Cyrl
اما بولار برکون جقيب سر حساب باردى لار,But these two went out in the day to reconnoiter,chg_Arab,eng_Latn
اسم لارى نى مولانا جمال الدين دير ايردى,His name was Master Jamal ud-Din,chg_Arab,eng_Latn
ﻓﺭﺴﻨﮏ,"шақырым , қашықтық",chg_Arab,kaz_Cyrl
ﺴﻮﻘﻮﻡ,"соғым , қыста союға арналған семіз мал",chg_Arab,kaz_Cyrl
ﺍﻴﻣﻴﻦ,емін-еркін,chg_Arab,kaz_Cyrl
ﺘﺎﻏﺩﺍﻥ,from the mountain,chg_Arab,eng_Latn
-يک,кіру,chg_Arab,kaz_Cyrl
ايمان,the faith,chg_Arab,eng_Latn
يکسان,singular,chg_Arab,eng_Latn
ﺩﺍﺩ ﻭ ﻞﺪﻋ,"justice, truth",chg_Arab,eng_Latn
ﺒﻮﺯﻮﻠﻐﺎﻥ,бұзылған,chg_Arab,kaz_Cyrl
تقي توقوز باب قيلدوق,And I wrote nine chapters,chg_Arab,eng_Latn
سونکرە,кейінірек,chg_Arab,kaz_Cyrl
ﺍﻭﺯﺍﺘﺩﻳﻼﺭ,(they) sent them away,chg_Arab,eng_Latn
ﺍﻴﺘﺎﻜﻰ,етегі ,chg_Arab,kaz_Cyrl
ﻓﺮﻴﺎﺩ,айғай,chg_Arab,kaz_Cyrl
حیات,өмір,chg_Arab,kaz_Cyrl
صبح,таң,chg_Arab,kaz_Cyrl
ﺍﻴﭘﺎﮎ,silk,chg_Arab,eng_Latn
ﺍﻠﺩﻴﺩﻴﻥ,алдынан,chg_Arab,kaz_Cyrl
نصيحت,advice,chg_Arab,eng_Latn
حافظ الدين,Хафизуддин,chg_Arab,kaz_Cyrl
ﺍﻮﺮﻭﺷﺘﻰ,"fought, fought",chg_Arab,eng_Latn
بزاردين ميوە الادور,She gets fruit from the market,chg_Arab,eng_Latn
ﻴﻭﺮﻮﻤﺎﮎ,"to walk, going to walk",chg_Arab,eng_Latn
ﻗﻴﻠﻐﻨﻰ,"қылығын , іс-әрекетін",chg_Arab,kaz_Cyrl
تیسم,десем,chg_Arab,kaz_Cyrl
يوق,жоқ,chg_Arab,kaz_Cyrl
ﻘﻴﺰﻻﺭﻴﻧﻰ,their daughters,chg_Arab,eng_Latn
ﺍﻂﺭﺍﻒ ﻮ ﺠﻧﻭﺏ,"south side, south wind",chg_Arab,eng_Latn
ﺁﭼﺎﺭﻻﺮ,to dig up something buried,chg_Arab,eng_Latn
مکتوب,жазылған,chg_Arab,kaz_Cyrl
ﻳﺷﺎﻳﻦ,I will decide.,chg_Arab,eng_Latn
ﺍﻮﺭﻮﻕ,ұрпақ,chg_Arab,kaz_Cyrl
اردويل نک بربرنينک کوس کيان نينک ماجين نينک طوفان نينک تمام يورت لارنينک باج خراجاتى شوندا التب برور ايردى,"Ардебилдің, Бәрбәрдің, Кус Киянның, Машынның, Тұрпанның, барлық жұрттардың алым-салығы сонда апарып берілер еді",chg_Arab,kaz_Cyrl
خوتن ليگ مظلوم,хотандық мазлұм,chg_Arab,kaz_Cyrl
ﻗﻮﺘﻐﺎﺮﻤﺎﻨﮏ,"Don't miss it, don't lose it, kill it.",chg_Arab,eng_Latn
ﺷﻬﺮ,city,chg_Arab,eng_Latn
منور,illuminated,chg_Arab,eng_Latn
فرزانلایكا,to their children,chg_Arab,eng_Latn
ﺗﺎﺰﻩ,"жаңадан, қайтадан",chg_Arab,kaz_Cyrl
ﺩﻴﻭﺍﺮ,бекініс,chg_Arab,kaz_Cyrl
ﺍﻴﻠﺗﺐ,accompanying,chg_Arab,eng_Latn
عرب محمد خان اوغلي ابو الغازى بهادور خان چنکزى و خوارزمى آنداق آيتا تورغان,"Араб Мұхаммед хан ұлы Әбілғазы Баһадүр хан, шыңғыстық және хорезмдік, былай дейді",chg_Arab,kaz_Cyrl
ﻗﻴﺰﻴﻞ,қызыл,chg_Arab,kaz_Cyrl
اطلغ,"has a name, has a name",chg_Arab,eng_Latn
مکتب,мектеп,chg_Arab,kaz_Cyrl
عادى,giant in stature,chg_Arab,eng_Latn
سنکا يار بولاى,Саған жар болайын,chg_Arab,kaz_Cyrl
ايکى,two,chg_Arab,eng_Latn
جوى,арық,chg_Arab,kaz_Cyrl
ياساو,military order,chg_Arab,eng_Latn
ﺍﻴﻣﺎﻨﺴﻴﺯ,"irreligious, irreligious",chg_Arab,eng_Latn
خيلى,quite,chg_Arab,eng_Latn
ايکي نفر اسير توتولدى,Two prisoners were taken.,chg_Arab,eng_Latn
ﻧﻌﻤﺕ,"молшылық, байлық",chg_Arab,kaz_Cyrl
حد,boundary,chg_Arab,eng_Latn
قرا-,қара-,chg_Arab,kaz_Cyrl
تاشقارى,сыртқы,chg_Arab,kaz_Cyrl
ﻗﻮﺩﻴﻼﺮ,қуды,chg_Arab,kaz_Cyrl
شول اويدە آدم بار,In this house there is a man,chg_Arab,eng_Latn
ﺻﺑﺢ ﺻﺎﺪﻖ,таңғы шапақ,chg_Arab,kaz_Cyrl
حضرت رب العزتدين فرمان بولديکە اى جبرائيل داودکە آيغيل,"Хазіреті Раббул-Иззатдин перман болды кі, «Ей, Жәбірейіл! Дәуітке айтқын,",chg_Arab,kaz_Cyrl
اريق,арық,chg_Arab,kaz_Cyrl
ﻗﻮﺷﻣﺎﻴﻤﻥ,I don't add.,chg_Arab,eng_Latn
ﺘﻴﻟﻤﺎﭺ,"тілмәш, аудармашы",chg_Arab,kaz_Cyrl
ﻤﻨﮑﺎ,to me,chg_Arab,eng_Latn
ﮔﻨﺎﻩ,"күнә , теріс әрекет",chg_Arab,kaz_Cyrl
شونداق قيلا قيلا چنکز خان اولاديدين هر يورتدا اوتکان پادشاەلارنينک آ تلاريغە بعضي لاريغە اون تاريخ و بعضي لاريغە يکرمي تاريخ و بعضي لاريغە اوتوز تاريخ آيتيب تورورلار,And so on and so forth until of the kings of each country who were descendants of Chinggis Khan some had ten histories in their names and some twenty and some thirty,chg_Arab,eng_Latn
ﺍﻮﺯﻜﺎﻻﺮﻴﻛﺎ,to others,chg_Arab,eng_Latn
باشتە,on the head,chg_Arab,eng_Latn
ﺴﻮﺗﻧﻰ,milky,chg_Arab,eng_Latn
 بلا بارقە ,children,chg_Arab,eng_Latn
يارالا-,жаралау,chg_Arab,kaz_Cyrl
کوب ماجرادين سونكرا پادشاه قاشيغە التميشلار,көп оқиғадан соң патша алдына ертіп барды,chg_Arab,kaz_Cyrl
جفت,жұп,chg_Arab,kaz_Cyrl
ير يردە تکيە کاە قلديلار,Жер-жерден пана іздеді,chg_Arab,kaz_Cyrl
نواب,an official,chg_Arab,eng_Latn
اوز مذهبينگە کيرکوزکەلى فکريدە ايردى,Өз мазхабтарына (діндеріне) кіргізу пікірінде еді,chg_Arab,kaz_Cyrl
ﺣﺱ,feeling,chg_Arab,eng_Latn
کوردى,she saw,chg_Arab,eng_Latn
کسل,sickness,chg_Arab,eng_Latn
ﺩﺍﻨﺸﻣﻧﺩ,"данышпан , білімді",chg_Arab,kaz_Cyrl
اول ايکى شرمرد کليب روبرولاريدە اولتورديلار,"Сол екі шермерд (арыстандай ер) келіп, қарсы алдына отырды",chg_Arab,kaz_Cyrl
ياران,friends,chg_Arab,eng_Latn
ﺍﻮﺘﻜﺎﺮﻳﺐ,өткізіп,chg_Arab,kaz_Cyrl
بر,to give,chg_Arab,eng_Latn
ﺍﺨﺭﺍﻻﻤﺭ,"ақыр-аяғында , ең соңында",chg_Arab,kaz_Cyrl
ﺒﻴﻟﮑﺎﭺ,after knowing,chg_Arab,eng_Latn
ﺍﻗﻟﻴﻤﺪﺍ,"заманында, дәуірінде",chg_Arab,kaz_Cyrl
چون طبقە لعل ديک افروختە بولوب,Лағыл табағындай жайнап (жанып),chg_Arab,kaz_Cyrl
فقيرداک کيشي شايد عراقدا و هندوستاندا بولسا بولغاى,It seems like someone like me if he exists he ought to be in Iraq or Hindustan,chg_Arab,eng_Latn
کورسانک,If you see,chg_Arab,eng_Latn
ﻜﺘﻜﺎﻧﻧﻰ,gone,chg_Arab,eng_Latn
کرديش,succession,chg_Arab,eng_Latn
-بيت,write,chg_Arab,eng_Latn
جهرە,face,chg_Arab,eng_Latn
محمد,the man's name Muhammad,chg_Arab,eng_Latn
ﺴﻭﻧﮏ,after,chg_Arab,eng_Latn
ﺘﺎﺭﺗﻪ ﺘﺎﺭﺗﻪ,to pull over,chg_Arab,eng_Latn
عسکرلر اتيلغاندين کين,Сарбаздар атылғаннан кейін.,chg_Arab,kaz_Cyrl
بر قويجي غە اوجراب قويجى  داغى الارغە قوشولوب,"They met a shepherd, and the shepherd joined them",chg_Arab,eng_Latn
اول يردە اير کيشي باردور,There are men at that place,chg_Arab,eng_Latn
خان,Khan,chg_Arab,eng_Latn
ﺒﻮﺰﺍ,боза (ашытып жасалған сусын),chg_Arab,kaz_Cyrl
ﻤﺘﻓﺮﻕ,"бөліну, таралу",chg_Arab,kaz_Cyrl
عالم,world,chg_Arab,eng_Latn
ﺗﻮﺯﺍﺘﻴﺐ,қалпына келтіріп,chg_Arab,kaz_Cyrl
ﺑﻐﺷﻼﺪﻴﻼﺮ,берді,chg_Arab,kaz_Cyrl
ديمادينکلار,демедіңдер,chg_Arab,kaz_Cyrl
قال-,to stay,chg_Arab,eng_Latn
ﻴﺨﺸﻴﺴﻴﻧﺪﻴﻥ,"From the wealthy, from those in good circumstances",chg_Arab,eng_Latn
ﺪﺍﺮﻭﻏﻪ,билеуші,chg_Arab,kaz_Cyrl
ﻴﺴﺎﻨﮏ,if you eat,chg_Arab,eng_Latn
خواجەميزمو,Are we Khwajas?,chg_Arab,eng_Latn
مظلوم نينک سوزى,Әйелдің сөзі,chg_Arab,kaz_Cyrl
ﺩﻫﻗﺎﻦ,"farmer, cultivator",chg_Arab,eng_Latn
ﻴﻘﺎﺴﻴﻧﺪﺍ,on the shore,chg_Arab,eng_Latn
ﺍﻳﺮﻜﺎ,"to husband, to marry",chg_Arab,eng_Latn
ﺍﻴﺕ,meat,chg_Arab,eng_Latn
ﺍﻖ ﺴﻗﺎﻠﻼﺮﻯ,elders,chg_Arab,eng_Latn
ﺒﻬﺎﺮ,spring,chg_Arab,eng_Latn
ﺒﺰ,"біз , құрал",chg_Arab,kaz_Cyrl
تام,дуал,chg_Arab,kaz_Cyrl
ﻣﻧﺕﺩﺍﺭ,confession,chg_Arab,eng_Latn
باقى آخوند کە کين اوز يورتي غە ياندى,Кейін өз жұртына қайтқан Бақи ахун,chg_Arab,kaz_Cyrl
خبر بەرماي باردىڭىز,You went without letting me know.,chg_Arab,eng_Latn
ﻤﺑﺎﺮﮎﺑﺎﺩ,"құтты болсын , жасасын!",chg_Arab,kaz_Cyrl
یورتار,will go,chg_Arab,eng_Latn
یاقارو,high,chg_Arab,eng_Latn
ﻟﺒﻴﻧﺪﻩ,on the shore,chg_Arab,eng_Latn
ایللار,ел,chg_Arab,kaz_Cyrl
ﻜﻳﻠﺘﻮﺭﻮﺐ,"алдырып , әкелдіріп",chg_Arab,kaz_Cyrl
ﻧﺎﻣﻮﺴﺴﻴﺯ,намыссыз,chg_Arab,kaz_Cyrl
ﻛﺰ,hole,chg_Arab,eng_Latn
بولاق بشي ,бұлақ басы,chg_Arab,kaz_Cyrl
ﺒﺎﺭﻣﺎﻗﻢ,баруым,chg_Arab,kaz_Cyrl
اما بولار برکون جقيب سر حساب باردى لار,"бірақ бұлар бір күні шығып, барлап қайтты",chg_Arab,kaz_Cyrl
ﺷﺎﻞ,жүн нен жасалған мата,chg_Arab,kaz_Cyrl
ﺳﻮﻴﻮﺐ,slaughter,chg_Arab,eng_Latn
غملارین,cares,chg_Arab,eng_Latn
ﺗﮑﻠﻴﻒ,invitation,chg_Arab,eng_Latn
کورارکيم، بر کيشي تورادور.,He saw that there was someone there.,chg_Arab,eng_Latn
افسوس,the city of Ephesus,chg_Arab,eng_Latn
خطاى دە يخشي ميوە بار ديب شرقي طرفکە بارديم,"""Қытайда жақсы жеміс бар"" деп, шығыс жаққа бардым.",chg_Arab,kaz_Cyrl
ﻗﺎﺮﺸﻮ,against,chg_Arab,eng_Latn
دل,heart,chg_Arab,eng_Latn
ﺧﺫﻤﺘﻳﻧﻜﺰﻏﻪ,қоластыңызға,chg_Arab,kaz_Cyrl
کدخدا,Отағасы,chg_Arab,kaz_Cyrl
لشکر,soldier,chg_Arab,eng_Latn
ﺯﻫﺎﺪ,"worshiper, worshiper of God",chg_Arab,eng_Latn
باغات,orchards,chg_Arab,eng_Latn
ملازم,lieutenant,chg_Arab,eng_Latn
انا,mother,chg_Arab,eng_Latn
ﺨﻴﺷﺕ,"brick, piece",chg_Arab,eng_Latn
روسيە پادشاەىسی,the emperor of Russia,chg_Arab,eng_Latn
خبر بەرماي باردىڭىز,Хабар бермей бардыңыздар.,chg_Arab,kaz_Cyrl
ﻜﻮﻴﺩﻮﺮﻜﻰ,күйдіргі (жара),chg_Arab,kaz_Cyrl
جن,djinn,chg_Arab,eng_Latn
اوت-,өту,chg_Arab,kaz_Cyrl
ﺍﻮﺷﺎﻝ,"vulnerable, weak",chg_Arab,eng_Latn
ﻤﻨﻊ,"ban, stop",chg_Arab,eng_Latn
ﻭﻟﻰ,"holy, godly person",chg_Arab,eng_Latn
همە فرزندلاريم بی غم بولغاى,may all of my children be without suffering,chg_Arab,eng_Latn
ﻗﻭﺭﺴﺎﻗﻰ,waist,chg_Arab,eng_Latn
ﻜﺎﺭﻭﺍﻥ,керуен,chg_Arab,kaz_Cyrl
ﺒﺎﺒﺎﺴﻴﻐﻪ,атасына,chg_Arab,kaz_Cyrl
بر خداپرست عابد پادشاه غە سلطنت يتکاندا,and when the throne came to a God-worshipping king,chg_Arab,eng_Latn
الوفه,military food,chg_Arab,eng_Latn
تعلیق,to subdue,chg_Arab,eng_Latn
توختە اوشبو کتاب دە ايماس,Toḫta is not in this book,chg_Arab,eng_Latn
اوشبو اينک دوست ايماس,Мына сиыр дос емес,chg_Arab,kaz_Cyrl
کولدە ساوق سو بار,Көлде суық су бар,chg_Arab,kaz_Cyrl
اونينک,his,chg_Arab,eng_Latn
ﺍﻴﻠﭽﻴﻼﺷﻴﺐ,"бір-біріне елші жіберіп, келіссөздер жүргізу",chg_Arab,kaz_Cyrl
حمد,praise,chg_Arab,eng_Latn
الوهيت,құдайлық,chg_Arab,kaz_Cyrl
کوللوگ باغ,a garden with a lake,chg_Arab,eng_Latn
آط غە اوت برادور,Атқа шөп береді,chg_Arab,kaz_Cyrl
قوم,қауым,chg_Arab,kaz_Cyrl
طرف توت,тарап тарту,chg_Arab,kaz_Cyrl
اوغوللاری,ұлдары,chg_Arab,kaz_Cyrl
يکت,жігіт,chg_Arab,kaz_Cyrl
شول مظلومدە بوقا يوق,сол әйелде бұқа жоқ,chg_Arab,kaz_Cyrl
ﺗﻐﺎﻔﻞ,"байқатпау, білдірмеу",chg_Arab,kaz_Cyrl
حضرت داود ايمدى اول قومنى ايمانغە دعوت قيلسون,Хазіреті Дәуіт енді ол қауымды иманға дағват қылсын.,chg_Arab,kaz_Cyrl
ﻣﻮ,ма? ме? па? пе ? ба? бе? Сұраулық шылау,chg_Arab,kaz_Cyrl
ﺳﻴﺯﻻﺭ,сіздер,chg_Arab,kaz_Cyrl
ﻴﻭﺭﺘﻮﺏ,mountaineering,chg_Arab,eng_Latn
ﺍﻮﺮﻮﻗﻳﻨﻴﻨﮏ,"ұрпағының , тұқымының",chg_Arab,kaz_Cyrl
ﭼﻳﻗﺎﺮﻳﻨﮏ,шығарыңдар,chg_Arab,kaz_Cyrl
ﺍﺷﻠﻗﻨﻰ,grain,chg_Arab,eng_Latn
بو قرق شهرينک نى قوم باسيب قالور,Бұл қырық шаһарыңды құм басып қалар,chg_Arab,kaz_Cyrl
بش آتار,five-shooter pistol,chg_Arab,eng_Latn
ﻗﻮﺘﻭﻟﻤﺎﺪﻯ,[object Object],chg_Arab,eng_Latn
سوزلارکە,сөздерге,chg_Arab,kaz_Cyrl
ﻤﻭﺮﺥ,тарихшы,chg_Arab,kaz_Cyrl
